745     4981.97	1.07734
746     4981.97	1.07745
747     4981.97	1.07756
748     4981.97	1.07766
749     4981.97	1.07777
750     4981.97	1.07788
751     4981.97	1.07799
752     4981.97	1.0781
753     4981.97	1.0782
754     4981.97	1.07831
755     4981.97	1.07842
756     4981.97	1.07853
757     4981.97	1.07863
758     4981.97	1.07874
759     4981.97	1.07885
760     4981.97	1.07896
761     4981.97	1.07907
762     4981.97	1.07917
763     4981.97	1.07928
764     4981.97	1.07939
765     4981.97	1.0795
766     4981.97	1.07961
767     4981.97	1.07971
768     4981.97	1.07982
769     4981.97	1.07993
770     4981.97	1.08004
771     4981.97	1.08015
772     4981.97	1.08025
773     4981.97	1.08036
774     4981.97	1.08047
775     4981.97	1.08058
776     4981.97	1.08069
777     4981.97	1.08079
778     4981.97	1.0809
779     4981.97	1.08101
780     4981.97	1.08112
781     4981.97	1.08123
782     4981.97	1.08133
783     4981.97	1.08144
784     4981.97	1.08155
785     4981.97	1.08166
786     4981.97	1.08177
787     4981.97	1.08188
788     4981.97	1.08198
789     4981.97	1.08209
790     4981.97	1.0822
791     4981.97	1.08231
792     4981.97	1.08242
793     4981.97	1.08252
794     4981.97	1.08263
795     4981.97	1.08274
796     4981.97	1.08285
797     4981.97	1.08296
798     4981.97	1.08307
799     4981.97	1.08317
800     4981.97	1.08328
801     4981.97	1.08339
802     4981.97	1.0835
803     4981.97	1.08361
804     4981.97	1.08372
805     4981.97	1.08382
806     4981.97	1.08393
807     4981.97	1.08404
808     4981.97	1.08415
809     4981.97	1.08426
810     4981.97	1.08437
811     4981.97	1.08447
812     4981.97	1.08458
813     4981.97	1.08469
814     4981.97	1.0848
815     4981.97	1.08491
816     4981.97	1.08502
817     4981.97	1.08513
818     4981.97	1.08523
819     4981.97	1.08534
820     4981.97	1.08545
821     4981.97	1.08556
822     4981.97	1.08567
823     4981.97	1.08578
824     4981.97	1.08589
825     4981.97	1.08599
826     4981.97	1.0861
827     4981.97	1.08621
828     4981.97	1.08632
829     4981.97	1.08643
830     4981.97	1.08654
831     4981.97	1.08665
832     4981.97	1.08675
833     4981.97	1.08686
834     4981.97	1.08697
835     4981.97	1.08708
836     4981.97	1.08719
837     4981.97	1.0873
838     4981.97	1.08741
839     4981.97	1.08752
840     4981.97	1.08762
841     4981.97	1.08773
842     4981.97	1.08784
843     4981.97	1.08795
844     4981.97	1.08806
845     4981.97	1.08817
846     4981.97	1.08828
847     4981.97	1.08839
848     4981.97	1.08849
849     4981.97	1.0886
850     4981.97	1.08871
851     4981.97	1.08882
852     4981.97	1.08893
853     4981.97	1.08904
854     4981.97	1.08915
855     4981.97	1.08926
856     4981.97	1.08937
857     4981.97	1.08947
858     4981.97	1.08958
859     4981.97	1.08969
860     4981.97	1.0898
861     4981.97	1.08991
862     4981.97	1.09002
863     4981.97	1.09013
864     4981.97	1.09024
865     4981.97	1.09035
866     4981.97	1.09046
867     4981.97	1.09056
868     4981.97	1.09067
869     4981.97	1.09078
870     4981.97	1.09089
871     4981.97	1.091
872     4981.97	1.09111
873     4981.97	1.09122
874     4981.97	1.09133
875     4981.97	1.09144
876     4981.97	1.09155
877     4981.97	1.09166
878     4981.97	1.09176
879     4981.97	1.09187
880     4981.97	1.09198
881     4981.97	1.09209
882     4981.97	1.0922
883     4981.97	1.09231
884     4981.97	1.09242
885     4981.97	1.09253
886     4981.97	1.09264
887     4981.97	1.09275
888     4981.97	1.09286
889     4981.97	1.09297
890     4981.97	1.09308
891     4981.97	1.09319
892     4981.97	1.09329
893     4981.97	1.0934
894     4981.97	1.09351
895     4981.97	1.09362
896     4981.97	1.09373
897     4981.97	1.09384
898     4981.97	1.09395
899     4981.97	1.09406
900     4981.97	1.09417
901     4981.97	1.09428
902     4981.97	1.09439
903     4981.97	1.0945
904     4981.97	1.09461
905     4981.97	1.09472
906     4981.97	1.09483
907     4981.97	1.09494
908     4981.97	1.09505
909     4981.97	1.09515
910     4981.97	1.09526
911     4981.97	1.09537
912     4981.97	1.09548
913     4981.97	1.09559
914     4981.97	1.0957
915     4981.97	1.09581
916     4981.97	1.09592
917     4981.97	1.09603
918     4981.97	1.09614
919     4981.97	1.09625
920     4981.97	1.09636
921     4981.97	1.09647
922     4981.97	1.09658
923     4981.97	1.09669
924     4981.97	1.0968
925     4981.97	1.09691
926     4981.97	1.09702
927     4981.97	1.09713
928     4981.97	1.09724
929     4981.97	1.09735
930     4981.97	1.09746
931     4981.97	1.09757
932     4981.97	1.09768
933     4981.97	1.09779
934     4981.97	1.0979
935     4981.97	1.09801
936     4981.97	1.09812
937     4981.97	1.09823
938     4981.97	1.09833
939     4981.97	1.09844
940     4981.97	1.09855
941     4981.97	1.09866
942     4981.97	1.09877
943     4981.97	1.09888
944     4981.97	1.09899
945     4981.97	1.0991
946     4981.97	1.09921
947     4981.97	1.09932
948     4981.97	1.09943
949     4981.97	1.09954
950     4981.97	1.09965
951     4981.97	1.09976
952     4981.97	1.09987
953     4981.97	1.09998
954     4981.97	1.10009
955     4981.97	1.1002
956     4981.97	1.10031
957     4981.97	1.10042
958     4981.97	1.10053
959     4981.97	1.10064
960     4981.97	1.10075
961     4981.97	1.10086
962     4981.97	1.10097
963     4981.97	1.10108
964     4981.97	1.10119
965     4981.97	1.1013
966     4981.97	1.10141
967     4981.97	1.10152
968     4981.97	1.10163
969     4981.97	1.10174
970     4981.97	1.10186
971     4981.97	1.10197
972     4981.97	1.10208
973     4981.97	1.10219
974     4981.97	1.1023
975     4981.97	1.10241
976     4981.97	1.10252
977     4981.97	1.10263
978     4981.97	1.10274
979     4981.97	1.10285
980     4981.97	1.10296
981     4981.97	1.10307
982     4981.97	1.10318
983     4981.97	1.10329
984     4981.97	1.1034
985     4981.97	1.10351
986     4981.97	1.10362
987     4981.97	1.10373
988     4981.97	1.10384
989     4981.97	1.10395
990     4981.97	1.10406
991     4981.97	1.10417
992     4981.97	1.10428
993     4981.97	1.10439
994     4981.97	1.1045
995     4981.97	1.10461
996     4981.97	1.10472
997     4981.97	1.10483
998     4981.97	1.10494
999     4981.97	1.10505
1000     4981.97	1.10517
