1     22001.9	2.56053e-05
2     21072.2	2.56056e-05
3     20118.2	2.56059e-05
4     19866.9	2.56061e-05
5     18335.8	2.56064e-05
6     18021.1	2.56066e-05
7     17442.5	2.56069e-05
8     16977.7	2.56071e-05
9     16871.7	2.56074e-05
10     17315.1	2.56076e-05
11     16362.5	2.56079e-05
12     16498.5	2.56082e-05
13     18125.9	2.56084e-05
14     17098.4	2.56087e-05
15     17682.4	2.56089e-05
16     17882.3	2.56092e-05
17     17578.2	2.56094e-05
18     16917.1	2.56097e-05
19     16842.3	2.561e-05
