100   -0.443896  0.00296763
101    -0.44743  0.00300794
102   -0.433093  0.00296089
103   -0.439598   0.0036321
104   -0.431748  0.00380058
105   -0.445924  0.00293509
106   -0.439632  0.00338922
107   -0.433413  0.00434263
108   -0.445217  0.00272892
109   -0.445046  0.00227314
110   -0.444393  0.00320683
111   -0.412145  0.00356672
112    -0.42918  0.00272775
113   -0.427268  0.00295452
114   -0.446439  0.00266061
115   -0.422718  0.00406124
116   -0.441227  0.00296922
117   -0.438474  0.00309396
118   -0.436856  0.00319154
119   -0.440892  0.00310859
120   -0.447045  0.00300937
121   -0.444672  0.00259654
122   -0.447607  0.00252611
123   -0.445102  0.00292033
124   -0.450572    0.002656
125    -0.41477  0.00404952
126   -0.443207  0.00261282
127   -0.436429  0.00312024
128      -0.442  0.00287017
129   -0.438883  0.00262665
130   -0.444683  0.00315744
131   -0.443715  0.00303889
132   -0.436066  0.00300275
133   -0.440324  0.00298854
134   -0.450098  0.00247648
135   -0.436078  0.00300543
136   -0.449697  0.00260647
137   -0.441977  0.00256507
138   -0.435044  0.00291468
139   -0.411139  0.00290513
140   -0.428605  0.00304164
141   -0.436646  0.00286233
142   -0.448762  0.00274444
143   -0.442331  0.00325641
144   -0.444824  0.00263294
145   -0.380722  0.00591668
146    -0.43922  0.00310039
147   -0.437958  0.00291564
148   -0.435233  0.00371025
149   -0.416375  0.00304068
150   -0.424266  0.00312885
151   -0.431099  0.00353133
152   -0.439432  0.00336322
153   -0.439949  0.00326969
154   -0.445635  0.00259274
155   -0.441117  0.00328353
156    -0.41357  0.00341939
157   -0.401536  0.00445939
158   -0.438975  0.00397159
159   -0.449418  0.00220588
160   -0.432598  0.00308976
161   -0.427974  0.00316835
162   -0.447077  0.00281405
163   -0.435504  0.00276598
164   -0.445838  0.00257549
165   -0.434733  0.00280265
166   -0.444133  0.00261954
167    -0.43722  0.00291053
168   -0.439228  0.00294326
169   -0.432488  0.00329529
170   -0.447691  0.00273563
171   -0.446288   0.0026062
172   -0.439277  0.00294251
173   -0.444398  0.00260306
174   -0.438455  0.00284886
175   -0.426176  0.00369278
176   -0.445548   0.0027616
177   -0.439239  0.00319031
178   -0.436557  0.00278844
179   -0.446056  0.00269904
180   -0.440779  0.00283083
181   -0.444092  0.00279128
182   -0.440009  0.00335692
183   -0.441587  0.00252227
184   -0.420973  0.00391345
185   -0.420065    0.003134
186   -0.429947  0.00379019
187    -0.43517  0.00245216
188   -0.440615  0.00286538
189   -0.445659  0.00298055
190   -0.439745  0.00326865
191   -0.439817  0.00325115
192   -0.440338  0.00303351
193   -0.443851  0.00273364
194    -0.44072  0.00285575
195   -0.444421  0.00271035
196   -0.447292  0.00242241
197   -0.446127  0.00281264
198   -0.445545  0.00260959
199   -0.442848  0.00257524
200   -0.444634  0.00325144
201   -0.434994  0.00326345
202   -0.438078  0.00252576
203   -0.433103  0.00270271
204   -0.441414  0.00279718
205   -0.437823  0.00310227
206   -0.442453  0.00298668
207   -0.444924  0.00268035
208   -0.438702  0.00306463
209   -0.440574  0.00286518
210   -0.442268  0.00325225
211    -0.44107  0.00337298
212   -0.438281  0.00248856
213   -0.443563  0.00353988
214   -0.441405  0.00338986
215   -0.438684   0.0032186
216   -0.448069    0.002959
217   -0.447572  0.00254677
218   -0.438473   0.0025587
219   -0.444572  0.00299714
220   -0.435972  0.00297366
221   -0.447373  0.00244331
222   -0.443544  0.00251054
223   -0.442823  0.00285443
224    -0.43884  0.00275283
225   -0.438042  0.00368998
226   -0.445283  0.00286868
227   -0.440011  0.00250301
228   -0.432663  0.00360698
229   -0.446555  0.00297749
230    -0.44085  0.00285222
231   -0.444762  0.00274613
232   -0.443575  0.00332243
233   -0.448479  0.00263164
234    -0.43504  0.00328671
235   -0.444866   0.0026799
236   -0.437261  0.00289209
237    -0.44154  0.00269131
238   -0.437294  0.00327599
239   -0.436742  0.00283832
240   -0.428194  0.00322128
241   -0.437112  0.00315223
242   -0.439752  0.00250107
243   -0.441145  0.00285846
244   -0.446209   0.0021115
245   -0.450057  0.00269622
246   -0.447928   0.0027156
247   -0.445839  0.00300787
248   -0.431126  0.00329297
249   -0.435524  0.00340307
250   -0.441655  0.00266066
251   -0.440405  0.00245507
252   -0.442141  0.00285416
253   -0.445294  0.00272743
254   -0.438006  0.00300142
255     -0.4451  0.00287647
256   -0.438462  0.00331098
257   -0.445687  0.00270772
258   -0.441887  0.00302017
259   -0.439768  0.00265549
260   -0.439239  0.00282223
261   -0.441169  0.00278194
262   -0.432458  0.00271852
263   -0.434285  0.00275616
264   -0.451167  0.00276968
265   -0.444124  0.00263859
266   -0.432294  0.00455264
267   -0.441052  0.00306925
268   -0.435646  0.00308412
269   -0.444353  0.00286544
270   -0.446606  0.00283585
271   -0.441804  0.00295823
272   -0.444543  0.00306121
273   -0.441501  0.00299617
274   -0.439438  0.00339038
275    -0.44699   0.0026709
276   -0.440633  0.00334111
277   -0.447568  0.00316312
278   -0.444148  0.00330563
279   -0.439544  0.00330287
280   -0.446824  0.00269284
281   -0.444446  0.00231797
282   -0.436636  0.00319266
283   -0.437343  0.00266237
284   -0.445881  0.00347179
285   -0.428806  0.00418843
286    -0.43851  0.00266089
287    -0.44288  0.00247516
288    -0.43086  0.00367589
289   -0.446361  0.00284898
290   -0.439792  0.00303499
291   -0.440469  0.00315686
292   -0.443494  0.00281555
293   -0.425909  0.00335358
294   -0.443813  0.00250462
295   -0.443968  0.00326382
296   -0.448122  0.00343775
297   -0.446562  0.00287119
298   -0.440365  0.00299305
299   -0.443479  0.00310695
300   -0.443607  0.00314364
301   -0.438144  0.00252322
302   -0.442878  0.00224504
303   -0.435723  0.00252477
304   -0.435071  0.00290083
305   -0.445676  0.00281562
306   -0.428077  0.00426328
307   -0.443515  0.00279407
308   -0.442966  0.00234105
309   -0.442509  0.00295857
310   -0.440088  0.00292987
311   -0.443648   0.0025614
312    -0.43463  0.00336454
313   -0.442261  0.00319915
314   -0.446946  0.00255668
315   -0.444123   0.0030629
316   -0.440388  0.00290619
317   -0.436181   0.0029349
318   -0.428225  0.00316009
319   -0.441601  0.00293005
320   -0.445157  0.00336764
321   -0.437517  0.00302804
322   -0.443938  0.00264133
323    -0.44183  0.00258554
324   -0.450068  0.00285655
325   -0.442824  0.00322201
326   -0.444075  0.00285305
327   -0.442915  0.00328793
328   -0.446307  0.00265322
329    -0.44592  0.00262778
330   -0.444106  0.00335704
331   -0.437076  0.00271381
332   -0.447344  0.00252023
333   -0.443355  0.00282176
334   -0.432609   0.0030177
335   -0.444695  0.00267304
336   -0.431258  0.00275863
337   -0.444493  0.00299024
338   -0.442121  0.00257827
339   -0.443756  0.00274092
340   -0.447501  0.00286511
341   -0.443423  0.00272258
342   -0.439861   0.0029524
343   -0.438205  0.00342861
344   -0.441228  0.00299763
345   -0.437754  0.00280184
346   -0.444601  0.00284052
347   -0.444801  0.00277492
348   -0.442711  0.00291755
349   -0.440688   0.0030407
350   -0.430895  0.00296456
351   -0.445246  0.00263968
352    -0.43941  0.00274093
353   -0.439676  0.00279561
354   -0.448354  0.00266107
355   -0.444482  0.00300883
356   -0.436076  0.00351489
357   -0.442548  0.00335635
358   -0.445581  0.00253226
359   -0.450982  0.00242655
360   -0.440245  0.00325447
361   -0.434489  0.00329502
362   -0.444189  0.00286266
363   -0.438767  0.00378438
364   -0.439844  0.00319928
365   -0.444989  0.00306293
366   -0.438459  0.00337686
367   -0.440404   0.0032602
368   -0.443995   0.0024775
369   -0.445727  0.00276222
370   -0.444087  0.00310829
371   -0.438728  0.00319072
372   -0.443324  0.00302572
373   -0.448852  0.00268098
374   -0.443686  0.00323202
375   -0.445186  0.00306743
376   -0.443072   0.0032115
377    -0.44352    0.002879
378   -0.443479   0.0030613
379   -0.440217   0.0029635
380   -0.423606  0.00362628
381   -0.433492  0.00304862
382   -0.445152  0.00233508
383   -0.447453   0.0025883
384    -0.44406  0.00289163
385   -0.446136  0.00262851
386   -0.447676   0.0026746
387   -0.447399   0.0026333
388   -0.441396  0.00294726
389   -0.445816  0.00268437
390   -0.436983  0.00339796
391   -0.415764  0.00356306
392   -0.443453  0.00345167
393   -0.421508  0.00373718
394   -0.447635  0.00242565
395   -0.444566  0.00288627
396   -0.442907  0.00281447
397   -0.444094  0.00266297
398   -0.440891  0.00281148
399   -0.438429   0.0030432
400   -0.442262  0.00339675
