           1    -0.42744    -0.42744           0
           2   -0.506514   -0.466977   0.0279571
           3   -0.390226   -0.441393   0.0279951
           4   -0.431232   -0.438853   0.0211113
           5    -0.45742   -0.442567   0.0172125
           6   -0.431122   -0.440659    0.014449
           7   -0.447969   -0.441703   0.0124226
           8   -0.468321   -0.445031   0.0113065
           9   -0.403012   -0.440362   0.0109719
          10    -0.43105   -0.439431  0.00991415
          11   -0.418581   -0.437535  0.00919227
          12   -0.446369   -0.438271  0.00845567
          13   -0.430221   -0.437652  0.00782788
          14   -0.432366   -0.437275  0.00727784
          15   -0.435417   -0.437151  0.00679371
          16   -0.421751   -0.436188  0.00643692
          17   -0.414231   -0.434897   0.0061865
          18   -0.421569   -0.434156  0.00588695
          19   -0.438716   -0.434396    0.005582
          20    -0.45226   -0.435289  0.00537388
          21    -0.44015   -0.435521  0.00512296
          22    -0.46362   -0.436798  0.00504681
          23   -0.473063   -0.438375   0.0050677
          24   -0.449612   -0.438843  0.00487813
          25   -0.448607   -0.439234  0.00469861
          26   -0.434283   -0.439043  0.00452175
          27   -0.475433   -0.440391  0.00455071
          28   -0.491875    -0.44223  0.00474514
          29   -0.439782   -0.442145  0.00458226
          30   -0.422813   -0.441501   0.0044746
          31   -0.429981   -0.441129  0.00434567
          32   -0.471028   -0.442064  0.00430914
          33   -0.431808   -0.441753  0.00418975
          34   -0.450959   -0.442024  0.00407526
          35   -0.455847   -0.442419  0.00397792
          36   -0.413756   -0.441622  0.00394629
          37   -0.451438   -0.441888  0.00384854
          38   -0.453175   -0.442185  0.00375871
          39   -0.461149   -0.442671  0.00369365
          40   -0.489459   -0.443841  0.00378199
          41   -0.453614   -0.444079  0.00369725
          42   -0.343721    -0.44169  0.00431278
          43   -0.387077   -0.440419  0.00439552
          44   -0.440802   -0.440428  0.00429563
          45   -0.453952   -0.440729  0.00421067
          46   -0.462947   -0.441212  0.00414675
          47   -0.452911   -0.441461  0.00406598
          48   -0.449848   -0.441635  0.00398503
          49   -0.444704   -0.441698  0.00390419
          50   -0.452743   -0.441919  0.00383235
          51   -0.500561   -0.443069  0.00392592
          52    -0.45957   -0.443386  0.00386322
          53   -0.418127   -0.442909  0.00381962
          54   -0.451939   -0.443077  0.00375254
          55   -0.464789   -0.443471  0.00370502
          56   -0.447478   -0.443543  0.00363955
          57   -0.448004   -0.443621  0.00357654
          58   -0.445995   -0.443662  0.00351511
          59    -0.46044   -0.443947  0.00346701
          60   -0.465573   -0.444307  0.00342791
          61   -0.452501   -0.444441  0.00337435
          62   -0.444432   -0.444441  0.00331992
          63   -0.409646   -0.443889  0.00331285
          64   -0.414543    -0.44343  0.00329267
          65   -0.462367   -0.443722  0.00325487
          66   -0.409352   -0.443201  0.00324695
          67   -0.454103   -0.443364  0.00320256
          68   -0.440717   -0.443325   0.0031557
          69   -0.445183   -0.443352  0.00311008
          70   -0.425012    -0.44309  0.00307667
          71   -0.459384   -0.443319  0.00304188
          72   -0.436924    -0.44323  0.00300093
          73   -0.451999    -0.44335  0.00296222
          74    -0.46042   -0.443581  0.00293116
          75   -0.467738   -0.443903  0.00290972
          76   -0.464074   -0.444169  0.00288351
          77   -0.474764   -0.444566  0.00287331
          78   -0.460018   -0.444764  0.00284329
          79   -0.420943   -0.444462  0.00282325
          80   -0.432792   -0.444317  0.00279172
          81   -0.404526   -0.443825  0.00280014
          82   -0.456524    -0.44398  0.00277027
          83   -0.438795   -0.443918   0.0027376
          84   -0.448304    -0.44397  0.00270551
          85   -0.471582   -0.444295  0.00269311
          86   -0.398681   -0.443764  0.00271352
          87   -0.454241   -0.443885    0.002685
          88   -0.429294   -0.443719  0.00265961
          89   -0.382824   -0.443035  0.00271631
          90   -0.434116   -0.442936  0.00268794
          91   -0.440723   -0.442911  0.00265851
          92   -0.439832   -0.442878  0.00262982
          93    -0.45011   -0.442956  0.00260269
          94   -0.441906   -0.442945  0.00257503
          95   -0.478566    -0.44332  0.00257508
          96   -0.439571    -0.44328  0.00254855
          97   -0.423373   -0.443075  0.00253053
          98   -0.460656   -0.443255  0.00251106
          99   -0.436515   -0.443187  0.00248662
         100   -0.458231   -0.443337   0.0024663
