1000	1.00388	0.00226081
2000	1.00174	0.00100627
3000	1.00073	0.00241558
4000	1.00064	0.00219726
5000	1.00018	0.00193443
6000	1.00022	0.00174026
7000	0.999915	0.0016481
8000	0.9994	0.00159969
9000	0.999546	0.00147341
10000	1.00044	0.00138528
11000	1.00066	0.00129265
12000	1.00033	0.00125034
13000	1.00044	0.00117013
14000	1.00028	0.00109198
15000	1.00066	0.00104303
16000	1.00081	0.000996194
17000	1.00135	0.000925728
18000	1.00133	0.000873399
19000	1.00138	0.000842211
20000	1.00127	0.000827831
21000	1.00131	0.000783732
22000	1.00159	0.000735616
23000	1.00149	0.000717028
24000	1.00152	0.000720404
25000	1.00137	0.000703075
26000	1.00137	0.000680861
27000	1.00133	0.000675606
28000	1.00131	0.000654682
29000	1.00113	0.000652006
30000	1.00106	0.000655247
31000	1.00094	0.000656135
32000	1.00089	0.000644811
33000	1.00086	0.000638417
34000	1.00067	0.00064081
35000	1.00086	0.000624834
36000	1.00082	0.000611816
37000	1.00081	0.000600257
38000	1.00077	0.000591204
39000	1.00085	0.000582619
40000	1.00069	0.000589733
41000	1.00057	0.000591069
42000	1.00059	0.000586717
43000	1.00054	0.000574742
44000	1.00069	0.000563329
45000	1.00091	0.00055678
46000	1.00108	0.000544708
47000	1.0011	0.000538161
48000	1.00122	0.000531931
49000	1.00121	0.000529157
50000	1.00131	0.000512167
51000	1.00134	0.000507347
52000	1.00129	0.000506424
53000	1.00108	0.000507812
54000	1.00103	0.000503258
55000	1.00108	0.000495034
56000	1.00105	0.000492801
57000	1.00092	0.000495065
58000	1.0008	0.000493201
59000	1.00087	0.000490343
60000	1.00086	0.000489369
61000	1.00091	0.000481964
62000	1.00099	0.000480554
63000	1.00097	0.000476637
64000	1.00099	0.00047697
65000	1.00097	0.000470722
66000	1.00098	0.000464959
67000	1.00091	0.000463061
68000	1.00085	0.000461209
69000	1.00089	0.000461063
70000	1.00092	0.000456973
71000	1.00092	0.0004533
72000	1.00096	0.000448039
73000	1.00086	0.000446134
74000	1.00094	0.000439822
75000	1.00095	0.000436852
76000	1.00093	0.000433628
77000	1.00087	0.000434129
78000	1.00088	0.0004308
79000	1.00083	0.000429513
80000	1.00086	0.000423977
81000	1.00081	0.000423212
82000	1.0008	0.000421726
83000	1.00083	0.00041899
84000	1.00076	0.000420606
85000	1.00076	0.00041732
86000	1.0008	0.000414658
87000	1.00076	0.000413082
88000	1.0007	0.000413319
89000	1.00065	0.000412274
90000	1.00061	0.000411992
91000	1.00061	0.000409907
92000	1.00065	0.000407291
93000	1.00067	0.000403131
94000	1.00066	0.000399625
95000	1.00068	0.000396134
96000	1.00071	0.00039408
97000	1.00069	0.000395
98000	1.00071	0.00039212
99000	1.00076	0.000389255
100000	1.00069	0.000387552
