10000	3.135779	0.000000
20000	3.134797	0.000983
30000	3.121217	0.013591
40000	3.121919	0.009636
50000	3.153919	0.032858
60000	3.150404	0.027058
70000	3.134827	0.027670
80000	3.129253	0.024602
90000	3.132398	0.021924
100000	3.136518	0.020038
110000	3.130242	0.019180
120000	3.135205	0.018199
130000	3.136389	0.016782
140000	3.140203	0.015999
150000	3.136364	0.015381
160000	3.131766	0.015105
170000	3.132524	0.014209
180000	3.134526	0.013545
190000	3.134334	0.012814
200000	3.133672	0.012174
210000	3.133213	0.011589
220000	3.132751	0.011059
230000	3.135142	0.010835
240000	3.135952	0.010405
250000	3.136737	0.010011
260000	3.134218	0.009943
270000	3.136051	0.009741
280000	3.135412	0.009408
290000	3.133657	0.009246
300000	3.130550	0.009458
310000	3.133589	0.009639
320000	3.132986	0.009353
330000	3.133101	0.009066
340000	3.133762	0.008820
350000	3.133150	0.008586
360000	3.136452	0.008974
370000	3.137023	0.008746
380000	3.137094	0.008513
390000	3.136859	0.008296
400000	3.136906	0.008086
410000	3.137434	0.007904
420000	3.137984	0.007733
430000	3.137456	0.007569
440000	3.136404	0.007470
450000	3.136566	0.007303
460000	3.137087	0.007162
470000	3.139264	0.007338
480000	3.139916	0.007213
490000	3.139592	0.007072
500000	3.138701	0.006986
510000	3.137825	0.006904
520000	3.137900	0.006770
530000	3.137601	0.006648
540000	3.138605	0.006600
550000	3.138859	0.006484
560000	3.137872	0.006443
570000	3.138340	0.006347
580000	3.138009	0.006245
590000	3.138852	0.006196
600000	3.138589	0.006097
610000	3.139412	0.006053
620000	3.138758	0.005990
630000	3.139503	0.005941
640000	3.140131	0.005881
650000	3.141130	0.005876
660000	3.141561	0.005802
670000	3.141815	0.005720
680000	3.141973	0.005638
690000	3.142142	0.005558
700000	3.142037	0.005479
710000	3.142624	0.005433
720000	3.142203	0.005374
730000	3.141794	0.005315
740000	3.141647	0.005245
750000	3.141399	0.005181
760000	3.141377	0.005112
770000	3.141861	0.005068
780000	3.141707	0.005005
790000	3.141360	0.004954
800000	3.140829	0.004920
810000	3.140645	0.004863
820000	3.139915	0.004858
830000	3.140565	0.004843
840000	3.141480	0.004872
850000	3.142781	0.004987
860000	3.142711	0.004929
870000	3.142813	0.004873
880000	3.143232	0.004836
890000	3.143438	0.004785
900000	3.143418	0.004732
910000	3.142625	0.004746
920000	3.142066	0.004728
930000	3.142351	0.004685
940000	3.143019	0.004683
950000	3.142984	0.004634
960000	3.143199	0.004590
970000	3.143163	0.004543
980000	3.143504	0.004509
990000	3.143596	0.004464
1000000	3.143283	0.004430
